Name;Description;Address;City;Phone;Website;Tags;Workhours;Workhours_Saturday;Workhours_Sunday;
Pivnica Cont;Tradition of well known Pastry shop Cont combined with innovations of the brewery;Šetalište Andrije Kačića Miošića 1;Rijeka;+38551282374;https://www.facebook.com/pivnicacont/;Brewery,Stew,Steak;10:00-21:30;12:00-22:00;12:00-21:30
Pizza Galileo;.;Slavka Cindrića bb;Rijeka;+385921192042;http://www.fastfood-galileo.com/;Fast Food,Italian,Pizza;12:00-23:00;12:00-23:00;12:00-23:00;
